Subject;TextBody;Complaint
Mercadona: Consumer Complaint  ( L-800);"RICARDO GASCA GERENTE DE COMPRAS / PURCHASING MGR CGT Platos Preparados gggasca@mercadona.es <mailto:cgtplato@mercadona.es> 26611 – 683751856 Bruselas - Bélgica From: Linea 800 <linea800@mercadona.es> Sent: Tuesday, May 28, 2024 11:23 AM Cc: Ana Juan Garcia <ajuanga@mercadona.es>; Coord. Zona 08 <jz08@mercadona.es>; 2876 - Puente Tocinos - Murcia - Murcia <2876@mercadona.es>; Guillermo Ricardo Gasca Oros <gggasca@mercadona.es>; Oscar Lopez Merlo <olopezme@mercadona.es> Subject: REENVIAMOS QUEJA CALIDAD 61405 PATATAS CORTE GRUESO Input recibido a través del canal Instagram el 28/05/2024 28/05/2024: Volvemos a enviar input con más información. DATOS DEL INPUT Nº 202450188330 • Centro: ESPAÑA 2876 - PUENTE TOCINOS (MURCIA - MURCIA) - ZONA 8 • Clasificación: JEFE - CALIDAD - QUEJA • Resumen: UNA DE ELLAS ESTÁ EN MAL ESTADO • Tornillo: 61405 - PATATA PREFRITA CONGELADA CORTE GRUESO CLASICA; PAQUETE 2 kg; HACENDADO • Proveedor: AGRISTO NV • Lote: A03 24 098 08:06 Caducidad: 04-2026 • Fecha de Compra: 25-05-24 • Muestra: Ofrecemos cambio/devolución + preguntar por el responsable. Pdte. tienda. DATOS DEL JEFE • AGRISTO NV NO puede contactar con el Jefe por Protección de Datos. COMENTARIOS DEL JEFE JEFE 28/05 Hola buenas noches He comprado un producto de uno de vuestros establecimientos Y mirar como sale una Mirar una de vuestros productos como me llego (adjuntamos vídeo que nos adjunta la Jefa) MERCADONA 28/05 ¡Hola 👋! Sentimos lo ocurrido y vamos a revisarlo. ¿Podrías facilitarnos lote, caducidad, fecha de compra y en qué tienda las compraste? Te haremos la devolución o el cambio por las molestias. Si conservas la muestra y la puedes llevar, sería de gran ayuda. Saludos. JEFE 28/05 Fecha de compra = SÁBADO 25 de Mayo a las 13:30 en MERCADONA de PUENTE TOCINOS (MURCIA) MERCADONA 28/05 De acuerdo, gracias por informarnos 👍. Puedes acudir a la tienda como te decíamos y preguntar en línea de cajas por un responsable. Gracias y disculpa 🙏.";True
Mercadona: Consumer Complaint (L-800);"RICARDO GASCA GERENTE DE COMPRAS / PURCHASING MGR CGT Platos Preparados gggasca@mercadona.es <mailto:cgtplato@mercadona.es> 26611 – 683751856 Bruselas - Bélgica Input recibido a través del canal Teléfono en Línea 800 ES el 27/05/2024 DATOS DEL INPUT Nº 202450188100 • Centro: ESPAÑA 4421 - CTRA. DE LA POBLA (VILANOVA DEL CAMI - BARCELONA) - ZONA 44 • Clasificación: JEFE - CALIDAD - QUEJA • Resumen: TIENE MOHO • Audios: (solo disponible para Compras y Prescripción) - Audio 27/05/2024 20:51 <https://protect.checkpoint.com/v2/___http://PVVIW0083.grabadona.net/ultra/DynaAsp/vCRMQuery.aspx?extension=60806&cd20=7619&sTime=2024-05-27%2000:00:00&eTime=2024-05-27%2023:59:59___.YzJlOmFncmlzdG86YzpvOjkwZWYwYzUzNjNiMTJiNzY5N2I2NzVmMDBlMzAzNjIyOjY6ZDg2ODoxY2Y1ZThhNjJkZmUzMjQzMzBmMGZjZDJiMTkzMTAxOWRlMWFlZGY1ZWFkODMxZmIzOTE5NjAwODRmY2FlOTU3Omg6Rg> • Tornillo: 61421 - PATATA PREFRITA CONGELADA CORTE FINO; PAQUETE 1 kg; HACENDADO • Proveedor: AGRISTO NV • Lote: G0224094 Caducidad: 04 2026 • Fecha de Compra: 25/05 • Muestra: Ofrecemos cambio o devolución del importe y solicitamos muestra DATOS DEL JEFE • • AGRISTO NV NO puede contactar con el Jefe por Protección de Datos. COMENTARIOS DEL JEFE Compré las patatas de corte fino y hay una patata con una parte negra y zonas azules, como si fuera moho.";True
FW: WP;Hi Rachel, You're welcome! Totally understand the situation, so absolutely no reason to justify yourself. We do appreciate it that you keep sending us the claims you receive, as this allows us to monitor our performance. Indeed, we are committed to ensuring that every item we produce meets the highest standards of quality and excellence. Have a nice day!;True
DAMAGED CARTONS // 90591530 @ EMCU5457276 (PO 62);Dear Jalilah, My apologies for receiving the order this way! Please find back attached a CN that includes the damages for PO 062. (ORDER 60066356) Thank you and;True
EMART TR - customer complaint about foreign material from Hashbrown;Hi Evelien, Please check attached test report from my lab. They said it’s not rock or metal, but they can’t check which material it is. Can you please check 4th page and give us feedback about what material it can be considered? You can find CI 31.191%, K 19.970% etc in 4th page. FYI, I need to send feedback to customer in 2 weeks. Can you reply on this in one week?;True
Non-Conformance NC3390;Good morning Sam, Please find the creditnote for 1 damaged box attached.;True
TR: Reprise Colis - Heudebouville - Pommes de terre rissolées 1kg / Problème soudure;Bonjour, Pouvez vous répondre à la demande du fournisseur s’il vous plaît ? Excellente Journée à vous. Cordialement,;True
FW: SSCC Label Quality PO2124002646;Dear Danqi, Thank you for bringing this matter to our attention. We have promptly registered it in our system under ticket number 00027669. We are sorry to hear that the quality of the label for this pallet was insufficient. Batch information: Lotcode : G21241310629 Packaging day : 07/05/2024 I would like to reassure you that during the packing process, we conduct quality checks. We have informed our packaging department about this issue. We regret any inconvenience this issue may have caused you. We take this matter seriously and are committed to preventing such incidents in the future. Should you require any further information or assistance, please do not hesitate to contact us.;True
Mercadona: Consumer Complaint  ( L-800);Hello Ricardo Thank you for informing us about the issue reported here below. We have well received your complaint and have registered it in our system as reference 28104. Based on the lotcode, we traced back the production day to the 07th of April 2024. Based on the video we have received, we can confirm this is a piece of sprout on the potato. Sprout can occur while the potatoes are being stored. Potatoes with sprout are still good for consumption, but the sprout should be removed. We notice that they tend to be more present on today as we are nearing the end of the potato season. I have checked the production and tasting records around the time of your complaint, and no remarks about sprout on potatoes have been noted. Normally this kind of defects should have been rejected by our optical sorters. But unfortunately no system can give us a 100% guarantee that all potatoes with sprout will be detected. We would like to apologize for the inconvenience and want to confirm that this is not harmful for human consumption. If you might have any other questions, do not hesitate to contact me.;True
DAMAGED CARTONS // 90598991 @ TEMU9812910 (PO 63);Dear Jalilah, My apologies again for the damaged boxes! Please find attached a CN that contains them. (ORDER 60066351 & ORDER 60066352) Let me know if you would need anything else from me. Thank you and;True
[Request for confirmation] Claim Report 392084 　[597:Agristo(ヘ゛ルキ゛ー)];Dear Marlies The foreign object is currently being checked by Belgian customs. I will send you the tracking number of the foreign object for your reference. tracking number：EN320469207JP https://www.post.japanpost.jp/index_en.html;True
CMPL0046381 - Klacht - ART 22160 BONI aardappelkroketten oven 1kg 05569 AGRISTO NV;Beste, Wij kregen nog geen antwoord toegestuurd voor onderstaande klacht. Daarom zenden wij u een eerste herinnering. Het is onze doelstelling om voor elke klacht de klant een correct antwoord te bezorgen en dit binnen een aanvaardbare periode. Graag hadden wij een eerste reactie binnen de 3 werkdagen ontvangen. Alvast bedankt! Vanessa Verkens Quality Officer Service Center Quality Product;True
Manufacture 2030 Reporting Request - 2023;Hello, We have not yet received your submission for the below request. Acknowledgement of this email, and your submission is required urgently. Without your response we will not be compliant with the retailer requirements.;True
FW: factuur 90593537;Hi Anja, checking the loading list, I see that 3 pallets of Rostis were indeed loaded. See below. Can you please advise if all 3 were missing? Are you able to send me the POD? This should include the remark that these pallets were missing. Thank you.;True
Supplier Non Conformance CMS 235451.xlsx Farm Frites;Goede morgen Marloes, Ik heb jullie melding hieronder goed ontvangen. Het lijkt er echter op dat verschillende gelijkaardige klachten worden doorgestuurd. Hieronder even een overzicht van de meldingen: Referentie Farmfrites Referentie Agristo Lotcode 235452 27871 L4 062 145 D03 2029 235451 27871 L4 062 145 D03 2029 235238 27182 L4 062 145 D03 xxxx 234854 26972 L4 062 145 D03 1330 234852 26971 L4 062 145 D03 2034 De klachten gemarkeerd in geel, hebben naast dezelfde lotcode, eveneens dezelfde detail foto , waarbij enkele misvormde kroketten op de hand worden getoond. Klacht 235238 had echter nog geen effectieve uurcode, de nieuw doorgestuurde klachten (235452+235451) hebben dit dan wel (en zijn identiek). Ik vermoed dus dat het hier om een aanvulling gaat van eerder gestuurde klacht 235238. Het is duidelijk dat er tijdens opstart van productie kortstondig iets is fout gegaan, zie mijn eerdere feedback van gisteren bij uw klacht 235238, waarvoor we ons nogmaals wensen te excuseren. Intussen werden deze klachten ook meegenomen tijdens het productieoverleg, om iedereen van de situatie op de hoogte te brengen. We hopen hiermee dergelijke incidenten in de toekomst te vermijden. Indien u alsnog verdere info zou wensen, dan horen wij het graag! Met vriendelijke groeten, Michèle Vandenbroucke Technical Sales Agristo nv P +32 56 54 09 44 --------------- Original Message --------------- From: CustomerCare [customercare@farmfrites.com] Sent: 28/05/2024 11:03 To: claims@agristo.com Cc: ralphdebest@farmfrites.com Subject: Supplier Non Conformance CMS 235451.xlsx Farm Frites Goedemorgen, Zie in de bijlage een klacht welke wij hebben ontvangen vanuit onze klanten. Zie graag jullie bevinden tegemoet. Zou ook graag willen vragen of jullie in de communicatie onze referentie nummers kunnen behouden anders is het erg lastig om te zien wat er bij welke klacht hoort. Alvast bedankt! With;True
